longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.23,34.11,22,1162,221.0,995,244,2.5875,102279.0,INLAND
-117.96,33.85,36,1951,365.0,1254,358,4.8438,189458.0,<1H OCEAN
-122.42,37.79,52,2737,1241.0,1761,1029,1.8068,348266.1,NEAR BAY
-120.08,39.23,19,1746,306.0,251,104,4.8182,173889.0,INLAND
-118.25,34.02,50,180,89.0,356,76,2.1944,99283.0,<1H OCEAN
-119.33,36.19,27,418,163.0,332,141,1.0714,61269.99,INLAND
-120.56,35.07,14,6788,1216.0,2866,1036,3.3603,210195.0,<1H OCEAN
-117.1,32.58,17,2046,559.0,1585,530,2.25,125952.0,NEAR OCEAN
-118.2,34.13,30,3369,824.0,2032,795,4.0052,273732.02,<1H OCEAN
-117.22,32.81,24,730,196.0,335,203,3.5078,204713.03,NEAR OCEAN
-118.41,34.0,18,1307,441.0,884,456,2.9338,346492.11,<1H OCEAN
-119.71,36.81,19,1648,368.0,557,354,1.7969,89460.99,INLAND
-118.44,34.06,28,3910,959.0,1763,867,5.5,444095.64,<1H OCEAN
-117.97,33.84,34,874,153.0,549,153,4.8667,193821.0,<1H OCEAN
-119.63,36.32,36,1518,287.0,749,255,2.2333,75776.0,INLAND
-118.53,34.04,45,1711,264.0,735,261,9.1078,497662.97,<1H OCEAN
-117.93,34.07,36,1207,209.0,683,213,5.3559,221836.0,<1H OCEAN
-117.31,34.08,40,2011,495.0,1528,469,1.9375,77473.0,INLAND
-122.44,37.7,6,3523,664.0,1705,608,4.9318,246581.0,NEAR OCEAN
-122.04,37.34,23,2590,725.0,1795,680,3.16,258586.02,<1H OCEAN
-121.26,38.65,17,2655,421.0,991,384,4.6484,174322.0,INLAND
-118.49,34.19,23,2087,571.0,1809,553,3.1667,201878.0,<1H OCEAN
-118.29,34.09,35,2198,998.0,3441,912,2.0467,212813.0,<1H OCEAN
-122.04,38.24,30,2081,456.0,1005,438,1.9954,94835.0,INLAND
-117.82,33.73,24,845,190.0,482,190,4.7039,202497.0,<1H OCEAN
-117.81,33.74,24,2696,649.0,1908,626,3.3047,170858.0,<1H OCEAN
-117.95,33.7,17,5781,924.0,2585,915,5.343,282131.0,<1H OCEAN
-123.82,40.12,33,2985,591.0,1221,486,2.087,99621.0,<1H OCEAN
-118.36,33.86,37,1249,218.0,583,214,5.7422,364479.13,<1H OCEAN
-118.77,34.28,27,1416,251.0,1024,268,5.1074,213728.0,<1H OCEAN
-122.29,37.86,52,1665,404.0,815,372,1.9946,164165.0,NEAR BAY
-120.18,36.59,25,948,198.0,613,171,2.3026,73492.0,INLAND
-118.02,34.09,24,2080,514.0,1976,478,2.6917,176789.0,INLAND
-117.96,33.82,29,2176,468.0,1632,428,3.707,187941.0,<1H OCEAN
-120.13,39.06,22,2465,539.0,381,146,2.875,139152.0,INLAND
-121.35,38.68,18,7923,1558.0,3789,1473,3.5403,124082.0,INLAND
-121.73,36.9,23,2392,721.0,3074,718,2.5195,151536.0,<1H OCEAN
-117.18,34.08,28,2243,399.0,1464,379,3.2105,101392.0,INLAND
-122.91,39.18,43,89,18.0,86,27,2.0208,90124.92,INLAND
-119.74,36.65,19,2546,463.0,1257,418,2.9013,79038.0,INLAND
-118.34,33.99,48,2225,433.0,1170,401,2.9643,162804.01,<1H OCEAN
-118.13,34.2,45,1213,206.0,529,231,5.6629,280453.03,INLAND
-117.17,32.83,24,3541,530.0,1591,530,5.3538,233866.01,NEAR OCEAN
-118.5,34.2,42,1558,322.0,884,334,2.2304,196369.0,<1H OCEAN
-117.97,33.72,24,2991,500.0,1437,453,5.4286,266240.0,<1H OCEAN
-118.39,34.08,27,6605,1710.0,2665,1520,3.8088,387878.27,<1H OCEAN
-119.71,36.83,5,1087,338.0,623,362,1.8061,97470.0,INLAND
-117.89,33.88,27,2091,336.0,1037,332,5.7519,255650.0,<1H OCEAN
-117.19,33.14,12,3652,923.0,1677,728,2.3267,139952.0,<1H OCEAN
-114.62,33.62,26,18,3.0,5,3,0.536,126735.01,INLAND
-122.25,37.8,29,2468,864.0,1335,773,1.3929,206221.04,NEAR BAY
-118.25,33.97,32,879,257.0,1057,230,1.6776,103379.0,<1H OCEAN
-122.14,37.72,45,1397,253.0,555,248,2.983,185534.0,NEAR BAY
-117.97,34.17,35,5005,848.0,2112,813,4.9968,287787.02,INLAND
-122.55,38.42,24,2220,411.0,894,365,4.2891,252570.01,<1H OCEAN
-118.22,34.52,7,4524,735.0,2298,717,6.5538,245654.0,INLAND
-118.23,34.13,34,609,149.0,407,145,4.5766,222374.01,<1H OCEAN
-117.13,32.72,43,2160,504.0,1221,452,2.4821,153231.0,NEAR OCEAN
-119.03,35.36,41,1944,363.0,977,388,3.9097,95894.0,INLAND
-122.41,37.8,52,3278,775.0,1279,709,5.4378,438428.5,NEAR BAY
-122.46,37.72,37,1833,388.0,1093,363,3.0703,258064.0,NEAR OCEAN
-118.07,33.93,5,906,187.0,1453,158,4.125,162181.0,<1H OCEAN
-121.82,37.28,33,2873,489.0,1946,475,5.0709,242145.02,<1H OCEAN
-121.9,36.58,31,1431,,704,393,3.1977,299419.03,NEAR OCEAN
-117.94,34.15,33,859,144.0,421,138,4.4821,235836.01,INLAND
-121.3,38.13,26,2256,360.0,937,372,5.0528,163500.0,INLAND
-118.36,34.06,39,2810,670.0,1109,624,3.25,343613.1,<1H OCEAN
-118.23,34.14,33,2865,864.0,2061,790,2.6268,199198.0,<1H OCEAN
-119.72,34.43,27,984,299.0,777,313,2.5694,253151.01,<1H OCEAN
-121.76,36.75,21,1141,257.0,671,195,3.8424,226390.01,<1H OCEAN
-117.09,32.74,23,3130,779.0,2472,744,2.32,112754.0,NEAR OCEAN
-118.19,34.04,39,1074,323.0,1613,308,2.3015,144844.0,<1H OCEAN
-118.36,33.89,34,760,174.0,723,198,5.3169,286453.0,<1H OCEAN
-118.09,33.96,20,1911,472.0,1407,465,2.7647,167957.0,<1H OCEAN
-119.9,37.49,13,2230,443.0,920,361,3.0,111241.0,INLAND
-117.49,33.64,3,8874,1302.0,3191,1027,6.8588,305254.02,<1H OCEAN
-121.36,38.01,16,926,230.0,451,198,4.0221,127813.0,INLAND
-117.35,34.16,36,1717,348.0,1054,279,2.4444,90799.0,INLAND
-118.35,33.8,19,6224,1105.0,3152,1076,5.9541,332752.07,<1H OCEAN
-117.2,32.84,34,3353,544.0,1583,571,4.55,231102.0,NEAR OCEAN
-118.46,34.32,10,5777,1112.0,2917,1056,4.1514,225726.01,<1H OCEAN
-121.6,37.13,14,9483,1361.0,4108,1281,7.5,368672.02,<1H OCEAN
-118.35,33.98,33,1884,477.0,1518,449,3.1194,206099.0,<1H OCEAN
-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,162288.0,INLAND
-117.99,33.73,24,2104,421.0,1181,414,3.8365,197917.0,<1H OCEAN
-121.85,37.33,16,2987,874.0,4241,841,2.8024,173775.0,<1H OCEAN
-117.93,33.62,33,1890,416.0,859,329,4.5658,393270.36,<1H OCEAN
-120.02,36.8,25,1270,255.0,1050,245,2.1618,65273.0,INLAND
-122.38,37.58,52,1704,226.0,671,243,8.4704,487343.85,NEAR OCEAN
-117.84,33.74,22,6072,1802.0,4715,1666,3.1353,172084.0,<1H OCEAN
-117.98,33.77,7,2252,570.0,1576,550,3.6333,163596.0,<1H OCEAN
-122.59,37.97,46,4036,856.0,1872,833,4.5625,327546.0,NEAR OCEAN
-119.35,35.59,14,2719,502.0,1497,457,3.176,85146.0,INLAND
-121.24,39.22,14,983,163.0,399,161,2.2917,111903.0,INLAND
-117.96,34.08,28,2831,552.0,2330,557,3.9741,185085.0,<1H OCEAN
-117.7,33.64,15,5743,773.0,2380,773,8.1926,370364.02,<1H OCEAN
-117.65,34.04,28,2360,607.0,2623,592,2.5048,116227.0,INLAND
-121.9,38.02,5,1560,369.0,1037,372,3.6154,142321.0,INLAND
-118.07,33.99,41,1204,252.0,1002,248,3.0577,166833.0,<1H OCEAN
-118.28,33.99,49,2174,481.0,1861,484,1.7159,102443.0,<1H OCEAN
-117.89,33.83,35,2984,446.0,1435,455,5.6276,247799.01,<1H OCEAN
-119.35,36.42,18,1115,193.0,1742,176,2.7969,72340.0,INLAND
-122.3,37.55,35,3675,735.0,1930,715,3.9833,300499.0,NEAR OCEAN
-118.16,34.7,33,2918,494.0,1365,478,4.8787,208968.0,INLAND
-122.48,38.48,29,2278,397.0,765,322,4.6379,278327.0,INLAND
-119.73,36.52,20,1741,331.0,1466,289,2.5921,68112.0,INLAND
-122.25,37.53,16,4428,664.0,1677,623,7.6864,402860.08,NEAR BAY
-118.37,34.07,52,1084,247.0,468,255,3.4286,402808.05,<1H OCEAN
-118.04,33.85,24,2233,347.0,1162,355,5.6094,260103.0,<1H OCEAN
-116.95,32.74,7,2722,578.0,1429,574,3.9583,166677.0,<1H OCEAN
-122.58,38.1,22,11872,2300.0,5600,2200,4.6463,241877.0,NEAR BAY
-118.47,34.04,21,5041,1491.0,2719,1420,3.5335,368474.17,<1H OCEAN
-118.25,33.92,44,1137,235.0,747,225,2.0,96928.0,<1H OCEAN
-117.29,34.14,52,1683,266.0,646,256,4.0481,135488.0,INLAND
-119.49,37.1,24,2532,555.0,1564,507,2.3359,86344.0,INLAND
-122.7,38.45,26,2011,557.0,855,530,1.125,164741.0,<1H OCEAN
-121.9,37.44,12,4228,734.0,2594,732,6.6086,316158.07,<1H OCEAN
-117.27,34.24,34,3687,756.0,941,367,2.875,102180.0,INLAND
-121.27,38.12,44,2356,482.0,1043,443,2.4949,93947.0,INLAND
-119.72,34.42,31,1524,383.0,1257,398,2.6019,232219.0,NEAR OCEAN
-119.54,36.51,36,49,7.0,28,2,4.625,140456.0,INLAND
-118.41,33.97,44,2298,388.0,849,360,5.5941,395656.23,<1H OCEAN
-120.85,37.51,15,1131,285.0,728,281,1.5531,111757.0,INLAND
-122.42,37.75,52,1207,302.0,1008,269,3.3816,261280.0,NEAR BAY
-118.28,33.98,47,865,193.0,782,217,2.2411,122602.0,<1H OCEAN
-118.27,33.82,39,1357,249.0,763,229,4.25,191470.0,<1H OCEAN
-117.01,32.73,22,2526,530.0,1556,529,2.8646,136992.0,NEAR OCEAN
-122.25,37.8,52,2087,510.0,1197,488,3.0149,240781.01,NEAR BAY
-118.44,33.88,35,2020,451.0,724,399,6.6494,464550.38,NEAR OCEAN
-118.35,33.85,35,1248,206.0,551,185,5.6426,320392.0,<1H OCEAN
-122.35,37.96,35,1326,346.0,1023,295,2.0724,101070.0,NEAR BAY
-118.43,34.16,41,2050,478.0,850,490,3.4208,357229.12,<1H OCEAN
-118.3,33.93,29,2228,396.0,1140,352,3.7969,164439.0,<1H OCEAN
-121.28,38.53,18,224,38.0,95,41,3.1042,142336.0,INLAND
-117.27,33.0,36,2426,454.0,1085,420,5.1523,351374.25,NEAR OCEAN
-122.41,37.63,35,865,226.0,602,217,3.0,272107.04,NEAR OCEAN
-117.18,32.76,8,3694,997.0,1297,807,3.6492,223325.0,NEAR OCEAN
-118.45,33.99,45,1132,269.0,654,264,4.5673,336818.0,<1H OCEAN
-117.07,32.8,36,2028,349.0,820,352,3.9828,166255.0,<1H OCEAN
-121.34,38.59,22,3273,480.0,1151,463,8.05,324281.01,INLAND
-118.64,34.22,16,4312,574.0,1902,574,8.4438,413918.05,<1H OCEAN
-117.94,33.88,46,1747,312.0,770,296,5.4217,280127.09,<1H OCEAN
-121.98,37.27,25,3075,564.0,1633,543,5.2528,274734.0,<1H OCEAN
-117.02,32.73,22,5201,865.0,3280,817,4.7952,168467.0,NEAR OCEAN
-118.09,34.15,45,1345,356.0,749,327,2.8007,221612.0,INLAND
-122.52,37.89,17,4363,1041.0,1640,989,3.9531,351358.06,NEAR BAY
-117.24,34.14,6,2383,606.0,1301,488,3.016,118489.0,INLAND
-118.58,34.21,27,2209,353.0,1034,344,4.7125,234009.01,<1H OCEAN
-118.02,33.92,34,2169,418.0,1169,406,3.2222,190403.0,<1H OCEAN
-117.82,33.82,22,3173,372.0,1181,355,8.3637,375553.02,<1H OCEAN
-117.87,33.84,23,1678,369.0,912,347,4.5,205221.0,<1H OCEAN
-122.45,38.01,36,4501,832.0,2196,800,4.3182,290493.01,NEAR BAY
-117.69,36.13,25,1709,439.0,632,292,1.7868,83092.0,INLAND
-118.18,34.03,26,859,255.0,835,232,1.1929,167706.0,<1H OCEAN
-122.44,37.78,37,1235,314.0,481,297,3.6875,362226.03,NEAR BAY
-117.99,34.08,35,1032,207.0,954,191,2.8906,149678.0,INLAND
-119.63,34.4,29,3865,814.0,1266,613,6.0069,398092.26,<1H OCEAN
-122.62,38.24,33,1369,280.0,758,246,4.0341,206454.0,<1H OCEAN
-122.33,38.29,14,3541,499.0,1577,459,5.3351,218086.0,NEAR BAY
-119.82,36.79,35,1474,291.0,709,294,2.6522,73191.0,INLAND
-118.61,34.21,41,1058,228.0,778,245,3.3534,188911.0,<1H OCEAN
-122.53,37.87,20,1814,282.0,658,253,7.9977,401283.04,NEAR BAY
-118.26,33.91,39,967,256.0,903,256,1.9038,98308.0,<1H OCEAN
-121.92,37.28,27,3028,486.0,1284,498,4.5833,293982.0,<1H OCEAN
-120.46,37.29,30,2972,635.0,1940,590,2.3594,84092.0,INLAND
-121.97,36.97,24,3665,870.0,1954,833,2.8036,235309.0,NEAR OCEAN
-117.16,32.73,52,1863,559.0,906,493,1.9203,169178.0,NEAR OCEAN
-118.19,33.78,24,225,72.0,439,71,2.8533,210211.06,NEAR OCEAN
-117.11,32.69,39,395,159.0,620,162,2.725,114717.0,NEAR OCEAN
-117.88,33.82,17,2247,705.0,1382,618,3.8631,192876.0,<1H OCEAN
-122.48,37.69,43,2661,455.0,1384,456,4.2421,241568.0,NEAR OCEAN
-118.15,34.17,36,930,280.0,1024,300,1.0846,195085.05,<1H OCEAN
-117.7,33.6,16,2092,489.0,877,392,3.0461,158180.0,<1H OCEAN
-116.22,33.73,38,1695,352.0,1279,305,2.1217,71910.0,INLAND
-119.07,35.34,16,4201,786.0,1667,724,4.8839,144624.0,INLAND
-120.71,37.38,14,1979,432.0,1756,382,2.6923,92004.0,INLAND
-121.36,37.99,8,1801,380.0,684,350,4.2589,170655.0,INLAND
-117.3,33.23,13,3619,791.0,1759,806,2.765,136942.0,<1H OCEAN
-118.15,33.94,37,1594,321.0,1003,323,3.3289,212727.0,<1H OCEAN
-118.11,34.15,40,1950,509.0,1038,438,2.6172,187665.0,<1H OCEAN
-117.1,32.74,30,1772,500.0,1389,447,2.3641,114438.0,NEAR OCEAN
-122.67,38.33,4,8072,1606.0,4323,1475,3.9518,197308.0,<1H OCEAN
-118.14,34.06,37,1339,258.0,706,238,4.7569,225662.0,<1H OCEAN
-118.27,34.0,43,1638,434.0,1213,390,1.3403,105859.0,<1H OCEAN
-118.31,33.67,42,1297,246.0,611,242,5.3074,353463.22,NEAR OCEAN
-122.23,40.57,18,1633,243.0,750,252,5.1585,185265.0,INLAND
-117.04,32.58,14,2355,406.0,1883,401,5.0311,159738.0,NEAR OCEAN
-118.51,34.0,52,1241,502.0,679,459,2.3098,365705.16,<1H OCEAN
-118.09,33.74,44,1671,390.0,871,367,4.6369,394497.13,NEAR OCEAN
-118.93,36.19,30,2685,546.0,951,523,2.6184,77132.0,INLAND
-117.22,32.75,26,696,185.0,384,184,2.6121,213735.02,NEAR OCEAN
-122.04,37.62,35,1032,173.0,453,176,6.396,357131.04,NEAR BAY
-117.22,34.07,8,3065,692.0,1440,666,3.2368,112869.0,INLAND
-117.13,34.24,17,2828,506.0,673,274,5.2563,159085.01,INLAND
-117.13,32.7,48,786,230.0,917,231,1.875,88726.0,NEAR OCEAN
-122.44,37.77,52,3475,807.0,1518,777,3.6186,463226.58,NEAR BAY
-118.24,33.96,34,1724,432.0,1876,416,2.1078,107050.0,<1H OCEAN
-119.08,35.32,8,11609,2141.0,5696,2100,5.0012,149554.0,INLAND
-119.29,34.28,38,2387,748.0,1537,741,2.3147,197808.0,NEAR OCEAN
-118.26,34.01,47,1269,323.0,1628,325,1.5089,112279.0,<1H OCEAN
-122.14,37.44,52,3117,468.0,1114,421,6.6756,465690.65,NEAR BAY
-117.13,32.58,27,2511,615.0,1427,576,3.1645,152469.01,NEAR OCEAN
-119.67,36.33,19,1241,244.0,850,237,2.9375,71201.0,INLAND
-122.43,37.81,39,3275,837.0,1137,725,3.7679,418408.5,NEAR BAY
-121.39,38.63,30,2930,739.0,1661,668,2.7813,117176.0,INLAND
-118.36,33.86,37,1768,314.0,802,290,5.0784,303317.03,<1H OCEAN
-118.33,33.92,23,969,288.0,670,251,3.267,180418.0,<1H OCEAN
-118.79,34.14,7,3003,504.0,1143,466,5.8548,375760.12,NEAR OCEAN
-117.82,34.13,27,3770,573.0,1606,562,6.1321,247036.01,INLAND
-114.57,33.57,20,1454,326.0,624,262,1.925,61315.0,INLAND
-118.08,34.13,46,1238,147.0,377,145,8.4546,471141.58,INLAND
-117.72,34.1,32,3241,895.0,1592,810,2.4952,137871.0,INLAND
-118.25,33.91,36,1950,365.0,1125,374,3.1111,128879.0,<1H OCEAN
-121.71,38.56,20,8627,1516.0,4071,1466,4.2198,194368.0,INLAND
-122.02,38.02,44,1465,247.0,817,237,4.8693,205596.0,NEAR BAY
-122.08,37.39,4,2292,,1050,584,4.8036,289966.05,NEAR BAY
-117.16,32.74,27,2335,604.0,982,590,3.1921,240344.05,NEAR OCEAN
-118.37,34.24,40,1283,246.0,594,236,4.1121,210445.0,<1H OCEAN
-118.31,34.0,47,1551,362.0,1329,322,1.9792,112214.0,<1H OCEAN
-120.48,37.29,17,2266,693.0,3200,664,1.5635,74398.0,INLAND
-122.54,37.99,32,2236,348.0,818,330,7.3521,409721.25,NEAR BAY
-117.11,32.79,16,2574,771.0,1129,721,3.3849,122933.0,NEAR OCEAN
-118.34,34.04,35,2345,607.0,2042,565,2.5955,185788.0,<1H OCEAN
-120.44,34.93,15,868,244.0,1133,253,2.0995,110177.0,<1H OCEAN
-118.54,34.23,29,1753,342.0,1318,333,4.125,194331.0,<1H OCEAN
-117.05,32.76,37,4879,906.0,2076,871,3.6625,164137.0,NEAR OCEAN
-122.04,36.97,30,2695,424.0,1098,420,5.3972,340867.02,NEAR OCEAN
-122.53,38.01,27,3121,531.0,1318,489,5.4781,295012.01,NEAR BAY
-118.39,34.16,20,4084,1062.0,1637,987,3.2388,327839.02,<1H OCEAN
-118.2,34.12,52,1580,426.0,1462,406,3.3326,171197.0,<1H OCEAN
-122.43,37.64,42,4091,757.0,1861,771,4.207,297698.0,NEAR OCEAN
-116.88,34.08,52,3419,777.0,710,265,3.9028,120990.0,INLAND
-122.09,37.41,8,1480,414.0,856,445,2.8203,204861.01,NEAR BAY
-121.9,37.3,39,3627,666.0,1531,635,4.537,269842.01,<1H OCEAN
-122.78,38.44,14,4143,656.0,1569,629,3.9766,204377.0,<1H OCEAN
-122.31,38.34,19,4187,684.0,1827,605,4.5293,198929.0,NEAR BAY
-117.74,34.02,33,2318,464.0,1904,451,3.7454,140598.0,INLAND
-122.01,37.93,25,2652,335.0,1062,334,7.5898,362337.06,NEAR BAY
-118.85,34.21,29,2195,414.0,1360,401,3.4773,198009.0,<1H OCEAN
-122.37,38.33,29,1868,291.0,764,284,4.825,208611.0,NEAR BAY
-118.11,34.07,19,3215,907.0,3072,870,2.3393,193840.01,<1H OCEAN
-121.28,38.7,15,5828,1051.0,2868,1037,3.7813,152761.0,INLAND
-118.1,34.08,37,2894,659.0,1977,636,2.543,187740.0,<1H OCEAN
-120.07,36.96,32,1268,283.0,549,273,1.4511,66510.0,INLAND
-118.37,33.95,32,1067,286.0,1053,277,2.8438,188962.0,<1H OCEAN
-122.42,37.8,52,3823,1040.0,1830,977,4.2458,488589.87,NEAR BAY
-118.7,34.3,23,2831,406.0,1284,393,6.1383,282635.02,<1H OCEAN
-117.12,32.57,35,1450,256.0,930,286,2.6715,138634.0,NEAR OCEAN
-122.42,37.8,52,3067,870.0,2122,850,2.5603,270884.07,NEAR BAY
-119.25,35.78,27,1513,342.0,1346,323,2.7411,77677.0,INLAND
-122.66,39.02,16,3715,810.0,943,510,1.7446,95285.0,INLAND
-118.45,33.99,52,1010,244.0,573,242,4.1861,336024.04,<1H OCEAN
-117.61,34.08,12,4427,,2400,843,4.7147,164243.0,INLAND
-117.96,33.93,15,2014,419.0,839,390,4.7446,212015.0,<1H OCEAN
-115.73,32.8,44,472,81.0,206,57,2.2083,83378.0,INLAND
-118.12,34.1,34,2918,555.0,1435,568,4.2344,298449.04,<1H OCEAN
-117.96,33.65,18,3603,879.0,1549,756,4.0229,218338.0,<1H OCEAN
-118.57,34.2,33,1759,311.0,943,315,5.223,243391.0,<1H OCEAN
-119.02,35.41,41,2221,516.0,1106,473,1.97,66991.0,INLAND
-119.06,35.33,14,5264,1064.0,3278,1049,3.8117,92550.0,INLAND
-122.44,37.77,52,3505,745.0,1374,714,4.3667,465280.62,NEAR BAY
-117.15,32.91,14,1259,238.0,889,247,4.9464,187802.01,<1H OCEAN
-118.44,34.29,30,1632,401.0,1357,401,3.1588,174605.0,<1H OCEAN
-119.8,36.02,20,156,39.0,171,37,3.05,97622.0,INLAND
-119.77,36.78,36,3616,779.0,1994,786,2.5434,70877.0,INLAND
-118.28,33.97,38,1819,497.0,2110,499,1.6027,99098.0,<1H OCEAN
-118.4,34.05,26,4473,923.0,1518,805,5.0762,458895.54,<1H OCEAN
-122.07,37.57,8,8647,1407.0,5019,1379,6.5615,349879.12,NEAR BAY
-121.56,39.08,26,1377,289.0,761,267,1.4934,60962.0,INLAND
-121.98,37.54,17,5133,1375.0,3386,1339,3.1326,213966.0,<1H OCEAN
-122.29,38.3,52,144,54.0,89,48,1.0096,184758.02,NEAR BAY
-118.15,33.9,20,2850,737.0,1855,662,2.809,175795.0,<1H OCEAN
-122.04,37.34,28,3081,460.0,1260,461,7.5372,435306.31,<1H OCEAN
-118.49,34.27,34,4877,815.0,2521,781,5.5714,269039.0,<1H OCEAN
-117.12,32.74,46,1898,441.0,978,439,3.2708,162395.0,NEAR OCEAN
-118.95,35.38,35,2220,388.0,906,373,3.5938,91218.0,INLAND
-122.08,37.4,23,806,158.0,373,156,5.9291,334997.07,NEAR BAY
-118.26,33.88,40,519,102.0,330,95,3.0972,133205.0,<1H OCEAN
-119.76,36.79,32,2463,468.0,1261,486,3.3281,88220.0,INLAND
-118.25,33.98,39,1553,461.0,2271,437,1.7378,102743.0,<1H OCEAN
-118.98,35.38,24,1807,465.0,1460,410,1.4786,51161.0,INLAND
-118.92,35.13,29,1297,262.0,909,253,1.9236,56468.0,INLAND
-118.21,33.8,44,1387,280.0,984,302,4.25,187507.0,NEAR OCEAN
-118.27,34.15,7,2837,776.0,2287,736,3.008,227013.0,<1H OCEAN
-119.96,35.99,25,1047,270.0,1505,286,2.0976,52937.0,INLAND
-118.0,34.15,48,3436,673.0,1540,648,4.275,249552.0,INLAND
-122.46,37.71,45,1799,394.0,1436,389,3.65,236006.0,NEAR OCEAN
-121.32,38.67,31,2532,479.0,1396,467,4.0417,122930.0,INLAND
-118.07,33.96,30,928,230.0,913,214,2.6991,163352.0,<1H OCEAN
-117.0,32.77,35,2114,317.0,881,320,5.5,200556.0,<1H OCEAN
-121.99,37.54,18,3584,715.0,1673,661,3.9444,236602.0,<1H OCEAN
-121.19,38.04,35,703,117.0,290,107,3.225,158471.0,INLAND
-118.56,34.21,13,8327,1849.0,4126,1773,3.7313,239293.0,<1H OCEAN
-116.92,32.82,16,2784,468.0,1458,465,4.0048,168476.0,<1H OCEAN
-122.2,37.78,50,1867,403.0,1128,378,2.5401,126726.0,NEAR BAY
-122.41,37.71,28,5015,1240.0,3900,1029,1.2269,216553.05,NEAR BAY
-122.07,37.64,22,5861,1516.0,5436,1463,2.5158,179007.0,NEAR BAY
-118.23,33.95,37,2667,671.0,2865,683,0.6831,115487.02,<1H OCEAN
-118.01,33.76,35,2072,349.0,1249,317,3.9855,203450.0,<1H OCEAN
-118.37,33.99,36,3228,543.0,1305,520,5.1695,326078.08,<1H OCEAN
-118.27,33.95,34,1261,315.0,1027,303,2.2946,101956.0,<1H OCEAN
-121.33,38.65,24,3533,741.0,1496,723,2.8106,136623.0,INLAND
-122.18,37.76,52,754,175.0,447,165,3.9063,158386.0,NEAR BAY
-121.97,37.28,27,2427,403.0,1301,438,5.0385,276748.0,<1H OCEAN
-117.5,34.0,15,1929,317.0,1237,316,4.4063,136030.0,INLAND
-124.1,40.9,18,4032,798.0,1948,775,2.7321,97936.0,NEAR OCEAN
-116.43,33.81,8,6710,1343.0,2069,781,3.5223,181245.1,INLAND
-120.76,38.47,17,1521,309.0,607,240,3.5,146252.0,INLAND
-118.41,34.17,35,2027,428.0,879,402,4.692,319750.04,<1H OCEAN
-122.83,38.4,37,2217,451.0,1019,428,3.1217,188327.0,<1H OCEAN
-118.46,34.4,12,25957,4798.0,10475,4490,4.542,213385.0,<1H OCEAN
-122.19,37.71,36,361,69.0,158,58,5.5461,304200.03,NEAR BAY
-119.91,37.23,17,2171,389.0,1042,375,3.625,114370.0,INLAND
-121.92,37.3,36,2088,358.0,772,347,4.2762,289653.01,<1H OCEAN
-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,313132.02,NEAR OCEAN
-119.01,35.37,33,821,181.0,579,172,1.2469,58071.0,INLAND
-117.67,33.49,15,2782,579.0,983,525,2.1935,209661.19,<1H OCEAN
-117.81,35.65,19,1124,290.0,598,261,1.8984,73284.94,INLAND
-118.42,33.98,3,475,155.0,236,153,3.6667,304632.06,<1H OCEAN
-122.4,37.76,52,1495,311.0,506,275,4.4375,296673.01,NEAR BAY
-119.84,36.81,18,2789,378.0,937,364,7.7062,230432.0,INLAND
-121.43,37.75,42,1207,278.0,699,279,3.3611,123475.0,INLAND
-118.22,34.09,36,1427,415.0,1835,410,2.48,154281.0,<1H OCEAN
-117.04,32.55,15,2206,648.0,2511,648,1.6348,117067.0,NEAR OCEAN
-117.14,33.15,16,1129,198.0,758,178,5.0346,182570.0,<1H OCEAN
-117.94,34.04,36,1431,354.0,1367,334,3.5592,158252.0,<1H OCEAN
-117.93,34.57,5,5613,1060.0,3569,999,3.1946,140289.0,INLAND
-118.37,34.16,25,2450,618.0,1054,578,3.6375,295010.01,<1H OCEAN
-117.1,34.21,22,4397,931.0,1145,445,4.5268,136995.0,INLAND
-122.42,40.44,16,994,,495,181,2.1875,81406.0,INLAND
-121.47,38.54,47,2085,464.0,1346,402,1.2679,67531.0,INLAND
-118.14,34.08,30,1433,397.0,1110,346,2.3464,199091.0,<1H OCEAN
-118.39,34.23,18,3405,831.0,3001,795,3.0083,186696.0,<1H OCEAN
-121.41,38.69,28,1601,308.0,848,305,3.6429,106590.0,INLAND
-123.8,39.44,33,2024,459.0,1019,422,1.9208,97758.0,<1H OCEAN
-117.71,33.54,7,4907,577.0,1883,556,10.4415,464979.6,<1H OCEAN
-121.5,38.56,46,2646,645.0,1684,616,1.128,97079.0,INLAND
-117.24,32.75,36,2831,669.0,1279,660,2.9896,252157.0,NEAR OCEAN
-118.26,33.82,28,5091,1074.0,4753,1033,3.6477,205142.01,<1H OCEAN
-117.95,33.71,16,6058,1715.0,3285,1495,3.4133,185401.0,<1H OCEAN
-117.24,32.75,41,1989,514.0,1015,489,2.79,262267.0,NEAR OCEAN
-121.35,38.04,12,6217,1019.0,3771,961,3.7206,133702.0,INLAND
-117.57,33.88,39,679,164.0,769,179,2.3036,119290.0,INLAND
-117.24,32.94,12,2165,437.0,792,386,5.2648,280935.05,NEAR OCEAN
-121.63,39.12,34,1991,348.0,804,344,3.4492,118020.0,INLAND
-117.9,33.8,27,2176,442.0,1440,418,4.375,192712.0,<1H OCEAN
